"","X__1","artist.name","duration","key","latitude","location","longitude","mode","similar","tempo","terms","target_h","artist.hotness","artist_familiarity","bars_start","beats_start","end_of_fade_in","loudness","start_of_fade_out","tatums_start","time_signature","decade2"
"4418",5776,"Vangelis",408.00608,7,39.37413,"Volos, Greece",22.95775,1,"ARGCQH71187B9B6921",62.216,"progressive rock",0.427446572,0.473700501,0.772871995,12.24583,12.24583,11.064,-20.42,371.839,12.24583,1,"1990"
"4419",5779,"Daddy Yankee",181.34159,1,18.22328,"Puerto Rico",-66.42889,1,"ARPK4HR1187B9A289D",97.982,"reggaeton",0.301681757,0.562506672,0.908984296,0.54022,0.54022,0.195,-7.421,181.342,0.2297,4,"2000"
"4420",5780,"Righteous Brothers",130.0371,10,37.27188,"California",-119.27023,1,"ARISHTQ1187FB3E6F0",135.599,"blue-eyed soul",0.32,0.460703675,0.68508049,0.54305,0.54305,0.346,-11.47,118.085,0.31853,1,"1970"
"4421",5782,"Why?",110.86322,8,39.10644,"Cincinnati, OH",-84.50469,1,"ARI17T51187B9ACD07",119.864,"hip hop",0.02,0.47701979,0.822034962,0.75248,0.25263,0.188,-11.905,110.863,0.25263,4,"Not Available"
"4422",5784,"Blingtones",29.72689,1,37.1573567501336,"Not available",-63.9333578685195,1,"ARGH2SE1187FB5AE92",83.226,"turnablism",0,0.0487208126713581,0.021492905,0.27526,0.27526,0.549,-6.615,29.727,0.27526,1,"Not Available"
"4423",5786,"Gregory Isaacs",219.402,9,37.1573567501336,"Kingston, Jamaica",-63.9333578685195,1,"ARX5XTP1187FB3D8CC",138.039,"lovers rock",0.392008772,0.451998594,0.709472621,0.84087,0.3884,0.502,-11.999,210.524,0.16217,4,"1970"
"4424",5788,"Sunnyland Slim",192.02567,0,37.1573567501336,"Vance, MS",-63.9333578685195,1,"ARFPGJY1187B991B23",82.654,"piano blues",0,0.332870567,0.485792919,1.1729,0.49442,0.431,-13.178,186.572,0.25403,5,"Not Available"
"4425",5789,"Sara Melson",164.12689,5,34.05349,"California - LA",-118.24532,1,"ARYEFRL1187FB59827",167.905,"lullaby",0.01,0.323637336,0.576523099,0.55481,0.19306,0.299,-4.638,157.768,0.19306,4,"2000"
"4426",5790,"Happy Mondays",389.0673,8,53.4796,"Manchester, England",-2.24881,1,"AR2WI8W1187FB390BA",196.096,"alternative dance",0.327736683,0.424108277,0.682101282,0.80951,0.2049,3.28,-7.667,376.366,0.05279,4,"Not Available"
"4427",5791,"Yahir",245.34159,9,29.07904,"Hermosillo Sonora, Mexico",-110.94695,0,"ARKAIBT1241B9CB7F1",104,"brutal death metal",0.513189736,0.415235933,0.598636434,0.72066,0.14829,2.775,-9.044,230.197,0.14829,4,"Not Available"
"4428",5792,"Vince Guaraldi",201.42975,9,37.77916,"San Francisco, CA",-122.42005,0,"ARLKR161187FB50694",124.391,"latin jazz",0.2,0.414892612,0.57810363,1.51313,0.52073,0.41,-18.7,192.435,0.27113,3,"1960"
"4429",5793,"Foals",315.27138,9,37.1573567501336,"oxford",-63.9333578685195,0,"ARFOZ9U1187FB4F625",156.917,"dance-punk",0.728377177,0.514522578,0.842577665,0.26677,0.26677,0.247,-6.611,293.494,0.07342,5,"2000"
"4430",5794,"The London Theatre Orchestra",123.95057,0,37.1573567501336,"Not available",-63.9333578685195,0,"ART28HD1187B9B267C",129.418,"ragtime",0.03,0.314494837,0.332421635,0.65447,0.18941,0.351,-13.057,117.255,0.18941,4,"Not Available"
"4431",5795,"Michael Jackson",251.66322,1,37.1573567501336,"Not available",-63.9333578685195,1,"ARG5N201187FB570F1",152.448,"motown",0.07,0.766545451,0.866519754,0.40625,0.40625,3.373,-11.881,243.873,0.20974,4,"1970"
"4432",5796,"Faith Hill",246.09914,0,37.1573567501336,"Nashville, TN",-63.9333578685195,1,"ARMH4YI1187FB3F45E",119.06,"country",0.454192988,0.670106173,0.882111591,0.92605,0.92605,3.698,-9.695,221.373,0.67489,4,"2000"
"4433",5799,"Capleton",217.86077,11,37.1573567501336,"Not available",-63.9333578685195,0,"ARMPQIE1187FB3D4EB",97.997,"dancehall",0,0.410053623,0.662250484,1.029,0.40766,0.168,-11.222,211.487,0.09738,4,"Not Available"
"4434",5800,"James Taylor Quartet",188.94322,1,37.1573567501336,"Not available",-63.9333578685195,1,"ARZ5CKV1187B9AE71A",58.135,"jazz funk",0.427446572,0.434253341,0.583178831,1.10519,0.09209,0.386,-2.775,188.943,0.09209,4,"2000"
"4435",5801,"Mush",475.74159,8,46.8132,"Switzerland",8.22395,0,"AR13VK81187FB50C9B",95.988,"breakbeat",0,0.298227561,0.498337082,1.2039,0.57099,3.582,-13.5,455.872,0.25328,3,"Not Available"
"4436",5802,"The Gaskets",232.69832,5,37.1573567501336,"Not available",-63.9333578685195,1,"ARDW1CO1187B9AD318",83.942,"indie rock",0,0.287255913,0.472938418,1.06743,0.33571,0.479,-5.619,227.857,0.15368,4,"Not Available"
"4437",5803,"Jean Carnigan",177.47546,2,37.1573567501336,"Not available",-63.9333578685195,1,"ARWOFQ51187FB54EA2",185.598,"celtic",0,0.223983699,0.380230188,0.66675,0.35117,0.338,-9.874,170.731,0.35117,4,"Not Available"
"4438",5804,"Mariano Yanani",180.71465,8,37.1573567501336,"Not available",-63.9333578685195,1,"ARLNMEP11C8A41519E",80.008,"lullaby",0,0.3138661,0.379734512,1.3597,0.60387,2.432,-18.018,169.244,0.22688,4,"2000"
"4439",5805,"The Knux",200.25424,1,37.1573567501336,"Not available",-63.9333578685195,1,"ARRHNCR12454A4782A",140.119,"alternative rap",0.576860141,0.445969434,0.683066099,0.54363,0.11577,0.299,-4.825,198.153,0.11577,4,"2000"
"4440",5806,"Leroy Hutson",281.25995,7,40.73197,"Newark, NJ",-74.17418,1,"ARWHBBA1269FB37A28",169.714,"jazz funk",0,0.397179043,0.530355668,0.26369,0.26369,0.194,-12.99,275.615,0.08673,4,"Not Available"
"4441",5807,"Between The Buried And Me",295.28771,4,35.2225,"Charlotte, NC",-80.83754,0,"ARMAC4T1187FB3FA4C",89.485,"alternative metal",0.769201429,0.546545162,0.840590438,1.83899,0.50888,0.479,-5.493,290.313,0.17341,4,"2000"
"4442",5808,"The Motors",207.85587,9,37.1573567501336,"Not available",-63.9333578685195,1,"AR1AFUF1187FB39270",174.628,"power pop",0.07,0.33532213,0.491370279,0.08764,0.08764,0.188,-11.947,201.323,0.08764,1,"1970"
"4443",5809,"Gertrudis",263.47057,4,37.1573567501336,"Not available",-63.9333578685195,0,"ARG17O11187FB4A8DA",228.461,"big beat",0.435179324,0.344814469,0.444926413,0.63552,0.1256,0.188,-7.961,260.464,0.1256,7,"2000"
"4444",5810,"Inoki",75.93751,4,37.1573567501336,"Not available",-63.9333578685195,1,"ARB0R5T1187B9B51A9",98.533,"pop rap",0.266955186,0.440134712,0.548022399,0.03001,0.03001,0.421,-3.148,71.459,0.03001,3,"Not Available"
"4445",5811,"Loop Guru",521.9522,5,51.50632,"London, England",-0.12714,0,"AR52BRU1187FB4CEF1",95.321,"downtempo",0.215080319,0.352870872,0.569359906,0.6208,0.6208,0.183,-5.666,501.272,0.20316,1,"Not Available"
"4446",5812,"Alan Feinberg",155.19302,11,37.1573567501336,"Not available",-63.9333578685195,0,"AR495TY1187FB4F870",70.1,"contemporary classical music",0.2,0.251815622,0.283352898,1.19517,1.19517,1.026,-28.327,136.29,1.19517,3,"Not Available"
"4447",5813,"Los Nakos",131.02975,0,37.1573567501336,"Not available",-63.9333578685195,1,"ARVJQIE11F4C8423B6",108.787,"mexico",0.02,0.241545818,0.370715728,0.4105,0.4105,0.119,-15.416,124.204,0.13943,1,"Not Available"
"4448",5817,"Checkers",159.18975,2,37.1573567501336,"Not available",-63.9333578685195,0,"ARY32PW1187B9B620C",156.868,"j pop",0,0.330300584,0.454122841,0.44799,0.06335,0.188,-13.08,152.805,0.06335,4,"Not Available"
"4449",5818,"Vince Taylor",200.04526,6,37.1573567501336,"Not available",-63.9333578685195,0,"ARW9T471187B98D2D2",180.733,"rock 'n roll",0,0.304642725,0.489158833,0.23491,0.23491,0.636,-5.085,194.81,0.06427,1,"Not Available"
"4450",5819,"The Refreshments",239.41179,10,37.1573567501336,"Not available",-63.9333578685195,1,"ARXDFN01187B9AE80E",142.367,"post-grunge",0,0.352410127,0.565452292,1.24141,0.4074,0.374,-7.556,232.983,0.20007,3,"Not Available"
"4451",5821,"Jimmy Witherspoon",197.51138,1,33.92192,"Gurdon, AR",-93.14939,1,"ARHIE1I1187B98E033",92.643,"jazz blues",0,0.353441853,0.501726333,1.60083,0.3354,0.189,-9.825,189.544,0.3354,4,"Not Available"
"4452",5822,"Karen Peck & New River",218.98404,11,35.83073,"Tennessee",-85.97874,1,"ARR575U1187B98FB97",123.586,"country gospel",0,0.373832894,0.325700771,0.96971,0.4881,0.189,-8.504,209.107,0.2473,4,"Not Available"
"4453",5823,"Kostis Maraveyas",247.7971,0,37.1573567501336,"Not available",-63.9333578685195,1,"ARZ3LOD1187FB379FD",90,"greek",0,0.217520892,0.21977559,1.4922,0.16193,0.293,-10.156,239.015,0.16193,4,"Not Available"
"4454",5825,"Adolph Hofner",152.0322,4,29.57535,"Moulton, TX",-97.14306,0,"ARZRHS51187FB47767",105.169,"western swing",0.194758305,0.253660035,0.32902404,0.33336,0.33336,0.258,-18.299,145.56,0.33336,1,"Not Available"
"4455",5828,"Carolyn Arends",231.36608,7,49.38426,"CANADA - Ontario",-84.75627,1,"ARREC0D1187FB3E7C1",97.958,"ccm",0.435405368,0.378208271,0.494269055,1.14144,0.51934,0.469,-6.953,226.11,0.06278,4,"Not Available"
"4456",5830,"The Dillinger Escape Plan",281.23383,8,40.82624,"Morris Plains, NJ",-74.47995,0,"ARNUJQM1187FB3EE72",120.085,"math-core",0.672836061,0.541888972,0.839962768,0.17197,0.17197,0.06,-6.991,263.413,0.17197,4,"2010"
"4457",5832,"Palito Ortega",134.3473,9,37.1573567501336,"Not available",-63.9333578685195,1,"ARLGVYC1241B9C3F25",103.755,"latin pop",0.37188085,0.360163491,0.455087591,0.18478,0.18478,0.757,-9.182,126.491,0.18478,1,"Not Available"
"4458",5833,"Paul Taylor",266.9971,5,43.00029,"Wyoming",-107.55405,1,"ARZB3YT1187B9912DD",126.649,"smooth jazz",0.270775999,0.429261029,0.664690939,1.01599,0.06685,0.357,-6.514,261.462,0.06685,5,"Not Available"
"4459",5834,"Rick Ross / Carol City Cartel",227.57832,6,37.1573567501336,"Miami",-63.9333578685195,1,"ARBZJCN1269FCD5E3C",95.585,"gangster rap",0.27,0.701404766,0.852569498,1.84865,0.59233,0.09,-6.404,222.732,0.12116,4,"Not Available"
"4460",5835,"Jack Off Jill",137.9522,6,26.12367,"Ft. Lauderdale, FLORIDA",-80.14356,0,"AR4SBWX1187FB4D6BE",156.804,"dark wave",0.502449624,0.460389582,0.691956473,3.596,2.82825,3.32,-11.877,133.3,2.63798,4,"1990"
"4461",5836,"Hevia",280.2673,8,37.1573567501336,"Not available",-63.9333578685195,1,"ARHBYTA1187FB3C812",93.037,"folk rock",0.386477291,0.354369616,0.619530991,0.69644,0.04934,0.45,-4.936,270.205,0.04934,4,"2000"
"4462",5839,"The Bug Featuring Spaceape",327.99302,2,37.1573567501336,"Not available",-63.9333578685195,1,"ARZPCQP11F50C4F755",96.02,"illbient",0.586776932,0.449693998,0.651952139,0.52421,0.52421,0.165,-7.843,311.124,0.10596,5,"2000"
"4463",5840,"Erik Tronic",257.09669,9,37.1573567501336,"Not available",-63.9333578685195,1,"AREBCYM1242078325A",129.977,"indietronica",0,0.23955971,0.402721164,0.4256,0.4256,0.16,-7.352,242.863,0.18993,4,"Not Available"
"4464",5841,"Fred Merpol",209.26649,1,37.1573567501336,"Not available",-63.9333578685195,1,"ARSYS47119B8667BB7",156.371,"french pop",0,0.277066219504996,0.377366436,0.30735,0.30735,0.276,-12.209,209.266,0.30735,1,"Not Available"
"4465",5842,"Bombay Rockers",212.71465,8,56.27609,"Denmark",9.51695,1,"ARELFAE1187FB40D0A",109.984,"bhangra",0.379523324,0.335933116,0.531757816,0.69183,0.14153,0.096,-4.336,206.692,0.14153,4,"2000"
"4466",5843,"Roberto Perera",224.93995,7,37.1573567501336,"Not available",-63.9333578685195,1,"AR9Z7JB1187B99DB3D",129.988,"world fusion",0,0.290140188,0.35650011,0.46201,0.46201,0.431,-10.925,218.802,0.46201,4,"Not Available"
"4467",5847,"Nestor Torres",249.44281,10,25.72898,"Miami, FL",-80.23742,0,"ARATU8J1187FB3EC93",93.975,"latin jazz",0.503381236,0.353156298,0.485921286,0.06098,0.06098,0.165,-9.94,245.783,0.06098,4,"Not Available"
"4468",5849,"Beenie Man",213.10649,8,37.1573567501336,"Kingston, Jamaica",-63.9333578685195,1,"ARMPQIE1187FB3D4EB",98.028,"dancehall",0.215080319,0.481339309,0.729212274,1.43844,0.20333,0.154,-6.109,202.693,0.20333,4,"2000"
"4469",5850,"Mongo Santamaria",235.49342,0,23.0833,"Havana, Cuba [Jesus Maria]",-82.4167,1,"ARQ446N1187FB4F83D",129.871,"latin jazz",0,0.360053307,0.540037749,1.65462,0.55501,0.272,-9.396,225.454,0.2726,3,"Not Available"
"4470",5851,"Leroy Hutson",228.49261,10,40.73197,"Newark, NJ",-74.17418,0,"ARWHBBA1269FB37A28",151.064,"jazz funk",0.375984302,0.397179043,0.530355668,0.83872,0.4354,0.183,-13.525,217.577,0.23222,4,"Not Available"
"4471",5854,"Greater Vision",113.42322,0,37.1573567501336,"United States",-63.9333578685195,0,"ARKYI5T1187B99334F",184.529,"ccm",0,0.358285252,0.476968971,1.1609,0.50075,0.345,-11.326,105.244,0.33246,3,"Not Available"
"4472",5856,"Devo",205.50485,6,37.1573567501336,"Georgia",-63.9333578685195,0,"ARDW1CO1187B9AD318",94.48,"rock",0.563755208,0.532445871,0.707839968,1.13611,0.49796,0.154,-16.619,202.838,0.17699,4,"1980"
"4473",5857,"Rakim",19.12118,5,37.1573567501336,"Long Island, NY",-63.9333578685195,1,"ARYFIUB124BAE72EC7",45.554,"hip hop",0,0.418894705,0.701260701,1.00209,1.00209,0.299,-18.83,19.121,0.07443,1,"1990"
"4474",5858,"Styles P & The Evil Genius DJ Green Lantern",235.04934,7,37.1573567501336,"New York, NY [Queens]",-63.9333578685195,1,"AR6GR981187FB5184A",167.873,"rap",0.38293509,0.472670741,0.743792498,0.52673,0.17136,0.16,-9.338,230.121,0.17136,4,"Not Available"
"4475",5859,"Ann Nesby",243.01669,11,33.74831,"Joliet, IL &amp; Atlanta, GA",-84.39111,0,"ARIQTWA1187FB3DDFC",88.008,"disco house",0.265861049,0.422575523,0.447913958,1.56313,0.1957,0.166,-8.578,235.665,0.1957,4,"Not Available"
"4476",5860,"The Shamen",280.31955,10,57.15382,"Aberdeen, Scotland",-2.10679,0,"ARHJIKW1187B9ACE16",109.96,"tech house",0,0.393660868,0.605880471,1.57852,0.48623,0.433,-9.198,267.86,0.21112,4,"1990"
"4477",5861,"Mademoiselle Sane",217.62567,11,37.1573567501336,"Not available",-63.9333578685195,0,"ARETP311187FB4D4CA",63.154,"cabaret",0,0.352620791,0.391836735,2.08416,0.31611,2.258,-11.875,203.709,0.31611,4,"Not Available"
"4478",5862,"Gorillaz",249.93914,1,37.1573567501336,"Not available",-63.9333578685195,1,"ARNWZ1N1187B9B71BA",171.918,"hip hop",0.813305209,0.605191153,0.775086058,0.5598,0.21246,0.183,-7.033,245.005,0.03792,4,"2000"
"4479",5863,"Danny Wright",240.53506,7,31.1689,"Texas",-100.07715,0,"ARRXONZ1187B99A55D",95.995,"easy listening",0.405115722,0.365302191,0.490897988,1.43866,0.19977,0.612,-17.041,217.722,0.19977,3,"Not Available"
"4480",5864,"Burning Spear",334.31465,9,37.1573567501336,"NY - Long Island",-63.9333578685195,1,"ARMDWND1187B9AEBE2",146.392,"roots reggae",0.607036691,0.46527021,0.6742378,0.53596,0.53596,0.467,-12.763,317.243,0.53596,4,"Not Available"
"4481",5865,"Passion",253.41342,10,27.9758,"Florida",-81.54106,1,"ARGU8CB1187FB471BE",114.303,"ccm",0,0.392469141,0.701176717,0.10706,0.10706,0.345,-16.307,243.241,0.10706,4,"Not Available"
"4482",5866,"Midwest Product",301.73995,10,42.32807,"Ann Arbor, MI",-83.7336,1,"AR3G8V71187FB3A377",141.002,"instrumental rock",0.503381236,0.348332909,0.528107468,0.9084,0.05061,0.241,-8.874,301.74,0.05061,4,"2000"
"4483",5867,"From Autumn To Ashes",147.64363,4,37.1573567501336,"Long Island, NY",-63.9333578685195,0,"ARJXL4Z1187B9A5920",97.169,"post-hardcore",0.512253654,0.505453153,0.714268533,0.84013,0.19852,0.15,-12.063,134.565,0.19852,3,"2000"
"4484",5870,"Grup Knar",381.70077,2,37.1573567501336,"Not available",-63.9333578685195,1,"ARHHXRO1241B9C81D2",120.093,"digital hardcore",0,0.252305197,0.179311748,0.26523,0.26523,0.63,-9.421,370.231,0.26523,1,"Not Available"
"4485",5871,"Warrior King",225.77587,0,37.1573567501336,"Not available",-63.9333578685195,0,"ARI4SKQ1187B9B43B0",83.831,"roots reggae",0.565451012,0.413237884,0.588370653,0.37829,0.37829,0.16,-6.937,220.578,0.19875,1,"2000"
"4486",5872,"Taking Back Sunday",227.57832,3,40.85251,"Long Island, New York",-73.13585,1,"AR0WBBL1187FB4677D",165.145,"post-hardcore",0.360370583,0.57237398,0.911599657,0.20601,0.20601,0.63,-5.534,227.578,0.20601,4,"Not Available"
"4487",5873,"Jean LumiA""re",183.43138,5,37.1573567501336,"Not available",-63.9333578685195,1,"ARL8GI41187B9A377A",124.113,"chanson",0,0.261822386,0.290826477,0.45778,0.45778,0.392,-11.333,174.765,0.45778,1,"Not Available"
"4488",5874,"Buju Banton",239.0722,1,37.1573567501336,"Kingston, Jamaica",-63.9333578685195,0,"ARVUN5F1187FB4CCC7",134.941,"roots reggae",0.39,0.505883169,0.710374813,1.14012,0.25701,0.194,-7.38,235.386,0.03745,4,"1990"
"4489",5878,"Sonny Landreth",212.63628,6,54.07485,"Caton, MS",-2.71939,0,"ARMVKJN1187B98E52E",87.669,"blues-rock",0.334706549,0.369102689,0.575647221,0.2025,0.2025,0.147,-12.617,205.357,0.2025,1,"1990"
"4490",5879,"Save As",228.98893,10,37.1573567501336,"Not available",-63.9333578685195,0,"AR5JGGS1187B9B1549",85.33,"soul music",0,0.233278607597206,0.309123977,1.62478,0.21577,0.345,-11.042,224.583,0.21577,3,"Not Available"
"4491",5880,"Daniel Johnston",270.78485,0,37.1573567501336,"Sacramento, CA",-63.9333578685195,1,"AR3G8271187B989BEE",131.011,"power pop",0.552705114,0.473613189,0.713322147,0.50042,0.05247,0.223,-12.664,270.785,0.05247,4,"1980"
"4492",5881,"Redman / Saukrates / Icadon",204.19873,4,37.1573567501336,"Newark, NJ",-63.9333578685195,0,"AR05OJD1187B9B99A6",231.264,"hip hop",0.536032112,0.493566843,0.743129776,0.13839,0.13839,2.85,-13.57,199.001,0.13839,7,"Not Available"
"4493",5882,"Workhorse",251.402,7,32.58507,"Mississippi",-89.87374,1,"ARB61BZ1187FB46277",85.209,"dirty south rap",0.265861049,0.322220749,0.47902341,1.69225,0.42437,0.15,-7.2,244.053,0.18518,3,"2000"
"4494",5883,"Helen Love",143.15057,11,51.48126,"Cardiff, Wales",-3.18067,0,"ARRTBLX11F50C4EBA1",205.016,"power pop",0.377531645,0.347006921,0.581884359,0.42186,0.13044,0.258,-4.737,139.848,0.13044,4,"Not Available"
"4495",5884,"Connemara Stone Company",192.10404,2,37.1573567501336,"Not available",-63.9333578685195,1,"AR2C9201187B98B6FE",123.36,"celtic rock",0.219906685,0.39531393,0.482917218,1.444,0.47606,0.398,-7.179,189.01,0.47606,4,"Not Available"
"4496",5885,"Hard Romantic",267.7024,10,37.1573567501336,"Not available",-63.9333578685195,1,"AR1IH4J1187B99146B",81.974,"nu jazz",0,0.295177593221929,0.405592791,1.28723,0.55352,2.13,-18.479,262.182,0.18199,4,"Not Available"
"4497",5886,"Rita Chiarelli",278.33424,2,37.1573567501336,"Not available",-63.9333578685195,1,"AR4FQGW1187FB46C83",95.508,"blues",0.253834736,0.288050285,0.404823303,0.68913,0.68913,0.154,-13.083,260.615,0.38483,4,"Not Available"
"4498",5887,"The Chico Hamilton Quintet With Fred Katz_ Paul Horn_ John Pisano_ Carson Smith",218.48771,0,37.1573567501336,"Not available",-63.9333578685195,0,"ARXLT511187FB3E834",67.452,"soul jazz",0,0.278865041,0.41008204,1.75498,0.86765,0.329,-23.596,203.146,0.42399,4,"1990"
"4499",5888,"Gipsy Kings",194.87302,5,37.1573567501336,"Arles, France",-63.9333578685195,0,"AR9Z7JB1187B99DB3D",165.006,"flamenco",0.778820809,0.540630686,0.710445622,0.18795,0.18795,3.21,-8.403,188.285,0.18795,1,"1980"
"4500",5889,"Humble Pie",288.02567,9,51.77045,"Essex, England",0.64255,0,"AR8SRQ31187FB4D477",93.716,"blues-rock",0.242569814,0.40249588,0.633545999,1.20208,0.56633,0.409,-11.088,284.694,0.24845,4,"Not Available"
"4501",5890,"Sleepy John Estes",163.91791,11,35.74595,"Ripley, TN",-89.53176,1,"ARNEL2O1187FB4421A",96.982,"country blues",0.02,0.35303574,0.519000072,0.33281,0.33281,0.16,-15.832,158.877,0.33281,1,"1930"
"4502",5891,"Lidell Townsell",201.82159,9,37.1573567501336,"Not available",-63.9333578685195,0,"ARIMY4311C8A421AF5",125.013,"deep house",0.208472237,0.307084308,0.431622035,1.06913,0.58993,2.525,-9.926,195.878,0.58993,4,"Not Available"
"4503",5892,"P.O.S",156.83873,1,37.1573567501336,"Not available",-63.9333578685195,1,"AR6F6I21187FB5A3AA",108.279,"alternative hip hop",0.25,0.464188825,0.742202119,0.86636,0.33814,0.217,-5.924,154.686,0.15372,5,"Not Available"
"4504",5893,"DJ Clue / P. Diddy",64.70485,2,37.1573567501336,"New York, NY [Queens]",-63.9333578685195,0,"ARQY01R1187FB3F57E",81.229,"hip hop",0.386477291,0.419265469,0.663995716,1.91728,0.40358,0.46,-23.129,64.705,0.14662,3,"1990"
"4505",5895,"Gathering",242.93832,7,37.1573567501336,"Not available",-63.9333578685195,1,"AR1W9AQ1187B9B97A9",95.035,"trip rock",0.01,0.24479045,0.608719871,0.81574,0.26385,0.219,-9.989,239.705,0.26385,4,"Not Available"
"4506",5896,"Helen Love",213.39383,2,51.48126,"Cardiff, Wales",-3.18067,1,"ARRTBLX11F50C4EBA1",162.101,"power pop",0.01,0.347006921,0.581884359,0.61056,0.23916,0.357,-9.559,204.817,0.05393,4,"2000"
"4507",5897,"Languis",199.00036,1,37.1573567501336,"Not available",-63.9333578685195,1,"ARM0XKJ1187FB46517",126.999,"glitch",0.193927764,0.369083739,0.507078736,0.03026,0.03026,0.109,-16.595,192.906,0.03026,7,"Not Available"
"4508",5898,"Tracy Byrd",209.08363,2,37.1573567501336,"Vidor, TX",-63.9333578685195,1,"ARYYGRP1187B9A4719",116.625,"honky tonk",0.24,0.422507451,0.692973745,0.71332,0.20467,0.383,-7.56,191.826,0.20467,4,"1990"
"4509",5899,"Basic Channel",62.92853,10,52.51607,"Berlin, Germany",13.37698,0,"ARJKU981187B99A654",160.546,"techno",0.499752328,0.360200448,0.553637086,0.26952,0.26952,0.27,-23.563,54.161,0.09544,5,"1990"
"4510",5901,"Sue Foley",224.65261,7,45.4215,"Ottawa, Ontario, Canada",-75.69189,1,"ARQ6DNW1187FB4DF1D",105.21,"roots rock",0.334706549,0.402203102,0.578223524,1.71785,0.57752,0.406,-6.278,214.43,0.57752,4,"1990"
"4511",5902,"Barry Mann",170.44853,1,40.65507,"Brooklyn, NY",-73.94888,1,"ARVTPMZ1187FB44AEB",106.687,"ballad",0,0.362411931,0.528335616,0.24515,0.24515,0.207,-9.741,153.635,0.24515,4,"Not Available"
"4512",5903,"Ben Sidran",307.80036,5,41.88415,"Chicago, IL",-87.63241,1,"ARS1B391187B99DED3",68.479,"smooth jazz",0.22154866,0.356795543,0.599935172,4.07498,0.54052,2.932,-17.336,291.933,0.10634,5,"2000"
"4513",5904,"Krayzie Bone",175.5424,6,37.1573567501336,"Not available",-63.9333578685195,1,"ARUZRFN1187B98AC05",181.03,"gangster rap",0.43483809,0.440715115,0.687429811,0.19381,0.19381,0.281,-4.982,175.542,0.19381,4,"Not Available"
"4514",5905,"Jimmy Page",322.97751,0,51.4855,"Heston, Middlesex, England",-0.37196,1,"ARUQILG12454A52DCB",139.015,"british blues",0.563755208,0.424940331,0.731822219,0.76285,0.33424,0.525,-13.865,315.588,0.11994,4,"1980"
